26,0.0,费县东城新区建设开发有限公司,,2,2,陈配海,2015-12-11,10000.000000万人民币,费县城市资产经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,陈配海,,2
27,0.0,丰宁满族自治县京北热力工程有限责任公司,,3,,,2008-05-20,6000.000000万人民币,承德热力集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2
28,0.0,丰宁顺达矿业集团有限公司,,37,20,王福国,2006-03-07,20000.000000万人民币,王福国,王树磊,王树岭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,,,,,,,,,,,30.00%,,,,,,,,,,,30.00%,,,,,,,,,,,,,,,,,1,,,1
29,0.0,凤凰县民生扶贫建设开发有限责任公司,,3,1,曾晓兵,2015-06-25,4000.000000万人民币,凤凰县城市建设投资开发有限责任公司,凤凰县广源国有资产投资管理有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
30,0.0,凤凰县展凤投资有限责任公司,,1,3,吴昱杰,2013-01-24,31000.000000万人民币,国开发展基金有限公司,凤凰县财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22%,,,,,,,,,,,7.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,吴昱杰,,
31,0.0,凤庆县水务投资开发有限责任公司,,0,3,周绍军,2013-08-30,10000万人民币,云南省凤庆县国有资本投资经营有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
32,0.0,凤阳凤翔投资有限公司,,0,1,金大瑞,2013-01-15,10000万人民币,安徽凤阳工业园区管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王兴德,,
33,0.0,佛山市禅城区交通建设投资有限公司,,1,,,2003-07-18,3000万人民币,佛山市禅城区城市设施开发建设有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,汪伟民,,
34,0.0,佛山市南海区佛山西站投资建设有限公司,1,2,,,2013-06-19,72400万人民币,佛山市南海金融高新区投资控股有限公司,佛山市南海区公有资产管理办公室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66%,,,,,,,,,,,48.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,吴富标,,1
35,0.0,扶沟县综合投资有限公司,1,1,9,,2008-08-02,36300万人民币,扶沟县人民政府,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,李建设,,29
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,3.0,福建汇景园林景观设计工程有限公司,13,2,2,,2004-05-21,10000.000000万人民币,陈祥琳,郑香洪,福州友致企业管理咨询合伙企业（有限合伙）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,29.50%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,0,,,9
1,0.0,福建积善投资股份有限公司,,1,9,郑涛,2005-05-20,15092.000000万人民币,福建将乐经济开发区管理委员会,福建省将乐县林业总公司,福建省将乐县物资总公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.00%,,,,,,,,,,,17.50%,,,,,,,,,,,0.50%,,,,,,,,,,,,,,,,,1,,,
2,0.0,福建冀宏投资有限公司,,0,2,周建阳,2011-12-28,1000.000000万人民币,周建阳,尤瑞芳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.00%,,,,,,,,,,,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
3,4.0,福建联美建设集团有限公司,15,40,29,林添茂,1995-07-28,100000.000000万人民币,福建省能源集团有限责任公司,福建联美建设集团有限公司工会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.28%,,,,,,,,,,,10.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,林添茂,,5
4,7.0,福建纳川管材科技股份有限公司,,13,26,陈志江,2003-06-11,103154.854000万人民币,陈志江,李碧莲,林绿茵,其他股东（流通股）,泉州市泉港速通投资有限公司,钱明飞,王宗清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.50%,,,,,,,,,,,24.05%,,,,,,,,,,,未公开,,,,,,,,,,,20.26%,9.52%,5.74%,1.19%,,,15,陈志江,21,27
5,4.0,福建纳川基础设施建设有限公司,1,15,8,陈志江,2012-02-20,28366.906000万人民币,福建纳川管材科技股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4
6,7.0,福建省城乡综合开发投资有限责任公司,,40,11,林茂藩,2014-08-28,200000.000000万人民币,福建省财政厅,福建省能源集团有限责任公司,福建建工集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.50%,,,,,,,,,,,45.00%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,0,黄友星,,7
7,9.0,福建省第五建筑工程公司,79,48,45,蔡自力,1989-06-02,60100.000000万人民币,泉州市国有资产投资经营公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,27,30
8,0.0,福建省环境保护股份公司,,0,7,赵君平,1992-12-10,18900.000000万人民币,康琦,吴恩海,林锋,刘端熙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,10.00%,,,,,,,,,,,10.00%,,,,,,,,,,,10.00%,,,,,,9,夏建军,,
9,0.0,福建省隆恩建设集团有限公司,28,8,8,,2003-06-12,15286.000000万人民币,黄双仕,黄紫昌,黄宁昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09%,,,,,,,,,,,30.00%,,,,,,,,,,,26.91%,,,,,,,,,,,,,,,,,17,黄双仕,,2
10,0.0,福建省罗源湾开发区水电建设公司,3,5,3,,1992-12-17,1500.000000万人民币,财政拨款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
11,0.0,福建省南平市高速公路有限责任公司,,22,18,陈元水,2004-03-18,75000.000000万人民币,南平武夷集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,郭冠中,1,
12,0.0,福建省宁化县医院,,0,1,,,1691万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
13,0.0,福建省泉州市外走马埭围垦建设有限公司,,2,1,黄达强,2004-08-12,25706.530000万人民币,泉州市国有资产投资经营公司,惠安县国有资产投资经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.77%,,,,,,,,,,,24.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,肖广,,1
14,8.0,福建省水利水电工程局有限公司,63,6,18,潘木枝,1989-10-24,50068.000000万人民币,福建省水利投资开发集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,潘木枝,,96
15,2.0,福建省水利投资集团泉州水务有限公司,,0,1,何幼华,2013-08-05,10000.000000万人民币,福建省水利投资开发集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,何幼华,,2
16,5.0,福建兴银股权投资管理有限公司,3,21,35,,2016-03-22,3000.000000万人民币,兴业国信资产管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5
17,0.0,福建漳龙建投集团有限公司,9,38,11,黄建龙,2002-03-29,50000.000000万人民币,福建漳龙集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,江春埔,,
18,5.0,福建中闽水务投资集团有限公司,,7,26,叶辉,1993-03-11,23500.000000万人民币,福建省投资开发集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张建新,,5
19,3.0,福能联信建设集团有限公司,12,30,14,倪进举,2002-12-27,22000.000000万人民币,福建联美建设集团有限公司,厦门贵信投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,赵伟,,8
20,0.0,福州高新区投资控股有限公司,1,2,8,张文光,2009-01-04,50000.000000万人民币,闽侯县国有资产营运有限公司,福州高新技术产业开发区管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张文光,,18
21,1.0,福州市城乡建设发展总公司,3,113,19,,1991-06-13,17829.000000万人民币,福州城市建设投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,77
22,0.0,福州台商投资区开发建设有限公司,,2,4,,2013-05-09,28000.000000万人民币,福州市国有资产营运公司,中国农发重点建设基金有限公司,罗源县国有资产营运公司,连江可门港建设发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57%,,,,,,,,,,,25.00%,,,,,,,,,,,10.71%,,,,,,,,,,,10.71%,,,,,,0,黄超,,
23,0.0,福州星阳建筑劳务有限公司,2,2,3,王水木,2004-05-12,3000.000000万人民币,厦门顶斌实业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,
24,0.0,福州中冶基础设施投资有限公司,,181,,辛小钧,2015-06-25,5000.000000万人民币,上海宝冶集团有限公司,中冶交通建设集团有限公司,中冶建设高新工程技术有限责任公司,福州高新区投资控股有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00%,,,,,,,,,,,30.00%,,,,,,,,,,,20.00%,,,,,,,,,,,10.00%,,,,,,0,王文成,,
25,2.0,抚远东极伯力投资有限公司,,0,3,李靖,2015-10-25,10000万人民币,李靖,史春水,付英春,李毅,汪海云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.00%,,,,,,,,,,,20.00%,,,,,,,,,,,20.00%,,,,,,,,,,,20.00%,6.00%,,,,,0,史春水,,2
26,0.0,抚远市东极小镇运营管理有限公司,,0,2,王新班,2017-03-10,50万人民币,抚远市国有资产管理委员会办公室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,陈常华,,
27,0.0,抚州市廖坊灌区投资有限公司,,0,1,,2007-08-30,864.68万人民币,抚州市东乡区财政局,中国农发重点建设基金有限公司,临川区财政局,金溪县财政局,抚州高新技术产业开发区财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83%,,,,,,,,,,,30.61%,,,,,,,,,,,19.37%,,,,,,,,,,,12.57%,3.62%,,,,,0,赖昌明,,11
28,0.0,阜阳东兴建设投资有限责任公司,,27,5,,2006-12-30,40080万人民币,阜阳市城市建设投资有限公司,阜阳市颍东区国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,刘昌,,2
29,0.0,阜阳市城南新区建设投资有限公司,,1,4,笪前进,2012-11-27,50000万人民币,阜阳市经济和信息化委员会（阜阳市人民政府国有资产监督管理委员会）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,笪前进,,12
30,0.0,阜阳糖尿病医院,,1,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
31,0.0,阜阳裕东农业科技发展有限公司,,3,7,宋云澍,2014-09-12,10000万人民币,阜阳市颍东区财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,谭金田,,
32,0.0,甘肃机械化建设工程有限公司,26,1,6,陈想蕃,2005-07-07,12000.000000万人民币,张有杰,康承革,杨海宏,李军辉,刘锦荣,孙博厚,刘维东,邹家铎,谷惠民,文化,马振新,张志光,何俊青,王志刚,董积忠,韩鹏程,董世平,冷逸伟,张富强,田世湖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69%,2.60%,2.33%,2.07%,2.04%,2.03%,2.03%,1.91%,1.89%,1.81%,5.11%,未公开,,,,,,,,,,4.86%,,,,,,,,,,,4.57%,,,,,,,,,,,4.56%,4.50%,4.02%,3.79%,3.10%,2.75%,68,祁明海,,2
33,0.0,赣州日豪房地产开发有限公司,8,2,3,,1999-10-28,2000万人民币,潘建平,徐磊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,潘建平,,
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,赣州章贡经济开发区开发建设有限公司,,0,3,王晓泉,2001-07-25,2600万人民币,赣州市章贡区建设投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
1,0.0,港铁北京四号线投资有限公司,,8,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2,0.0,高碑店市金财城乡建设投资有限责任公司,,0,4,,2009-07-03,5000.000000万人民币,高碑店市财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张志兴,,2
3,0.0,高密市远大投资建设发展有限公司,,0,4,栾凯,2015-05-06,46000.000000万人民币,高密市远大建设有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,戴春涛,,
4,0.0,高平市中兴投资经营有限公司,,10,24,李树伟,2008-08-05,50000万人民币,高平市财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李树伟,,
5,1.0,高青元润国有资本投资有限公司,,0,5,石方亮,2014-01-17,100000.000000万人民币,高青县人民政府金融证券工作办公室（高青县地方金融和国有资产监督管理局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,石方亮,,3
6,1.0,高新兴科技集团股份有限公司,16,8,33,,1997-11-14,110611.949100万人民币,刘双广,社会公众股东,广州网维投资咨询有限公司,铁岭新鑫铜业有限公司,股权激励限制性股票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24%,,,,,,,,,,,33.85%,,,,,,,,,,,11.45%,,,,,,,,,,,3.38%,3.08%,,,,,0,刘双广,105,39
7,0.0,高邮市国有资产管理中心,,105,32,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
8,0.0,公主岭市财建投资有限公司,,5,10,孙平文,2013-04-26,35132.576000万人民币,国开发展基金有限公司,公主岭市财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.07%,,,,,,,,,,,32.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,杜宏,,14
9,0.0,公主岭市大岭建设投资有限责任公司,,0,3,祁超,2015-04-14,115033.915100万人民币,公主岭市财建投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,祁超,,
10,0.0,巩留县水利管理站,,0,2,,,9699万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
11,0.0,珙县城市投资有限责任公司,,27,4,文玉川,2006-06-27,10000.000000万人民币,珙县财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,文玉川,,3
12,0.0,珙县弘源水务投资有限责任公司,1,0,2,,2008-11-10,1091.980000万人民币,珙县人民政府,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,周彬,,
13,0.0,古浪县城乡建设发展有限公司,,1,8,宋崇庆,2010-03-26,17863.000000万人民币,古浪县国有资产管理局,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.97%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,柏晖林,,
14,1.0,古田县房地产综合开发公司,,2,,,1992-04-03,203.000000万人民币,古田县建设局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,9
15,0.0,固始县建设投资公司,,4,19,,2010-06-04,27800.000000万人民币,固始县开源产业投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8
16,0.0,固原市九龙城市建设集团有限公司,,12,17,刘强,2006-09-15,184385.010000万人民币,固原市政府国有资产监督管理委员会,宁夏惠民投融资有限公司,中国农发重点建设基金有限公司,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.84%,,,,,,,,,,,27.12%,,,,,,,,,,,22.83%,,,,,,,,,,,11.22%,,,,,,1,夏强,,
17,0.0,馆陶县鏊洋城市建设发展有限公司,,0,2,杨冰,2015-10-08,25000.000000万人民币,馆陶县财政局,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.20%,,,,,,,,,,,12.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,杨冰,,3
18,0.0,光大成贤建设有限公司,,180,7,李小卯,2015-10-21,10000.000000万人民币,光大国际建设工程总公司,成贤投资控股有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李小卯,,1
19,0.0,光大环保能源（泰安）控股有限公司,,0,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
20,0.0,光大环保能源（宿迁）控股有限公司,,0,3,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
21,0.0,光大水务（徐州）控股有限公司,,1,2,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22,4.0,光合文旅控股股份有限公司,5,3,20,满孝伟,1997-10-27,7586.296200万人民币,颜苹,姜爱萍,于绍波,天津同晟达信股权投资基金合伙企业（有限合伙）,王明荣,山东水之灵投资有限公司,宋国防,耿可维,郝立东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.53%,,,,,,,,,,,22.40%,,,,,,,,,,,22.40%,,,,,,,,,,,13.00%,6.08%,4.00%,2.60%,1.00%,1.00%,5,王明荣,4,9
23,0.0,光山县发展投资有限责任公司,,1,11,刘正双,2006-07-20,22300万人民币,国开发展基金有限公司,中国农发重点建设基金有限公司,光山县财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.91%,,,,,,,,,,,19.28%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,0,王建平,,3
24,0.0,广德铁建大秦投资合伙企业（有限合伙）,,2,1,,2017-02-16,-,铁建广德成长投资管理有限公司,华宝信托有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
25,0.0,广德铁建蓝海丰铁投资中心（有限合伙）,,124,3,,2016-01-14,-,铁建蓝海广德投资管理有限公司,中铁二十五局集团有限公司,建信信托有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,0,,,
